Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
དང་མཉམ་པར་གྱུར་ཅིག།ཟས་ནོར་ཐམས་ཅད་,ཅིང་,,,,ཅིང་འཕེལ་བར་གྱུར་ཅིག།ཟས་ནོར་གྱི་དབྱིག་,K,,✘,,,,,,,p d 80.00%,p ཅིང(291); d (1), ཅིང(291), འཕེལ་བ(1664); ,N4981,7
མ།བོད་སྐད་དུ།ཨུ་པ་དྷེ་ཤ,།་  ཨུ་པ་དྷེ་ཤ,,,,གླང་པོ་རིན་པོ་ཆེ་ལ་ནོར་བླང་བའི་མན་,K,,,nw✘,,,,,,p d 80.00%,p ; d (1), །(46); ,N4981,1
མེ་ཡི་སྨིན་བྱ་སྟེ།།དེ་ཡི་ནང་དུ་,#བཞུག་པ་,,གཞུག་པ་,,ནི།།སྔགས་དང་རྫས་སུ་ཤེས་པར་བྱ།།,K,,,nw✓,,,,,,p d 80.00%,p ; d གཞུག་པ(462), དུ་གཞུག་པ(120); ,N4981,2
ཚང་བར་བྲི།།དེ་ནས་གླང་ཆེན་ཁོག་པར་,#བཞུག,,གཞུག,,།གཉིས་པ་རྫས་ཀྱི་རིམ་པ་ནི།།བྲེ་,K,,,nw✓,,,,,,p d 80.00%,p བཞུག(2); d གཞུག(392); ,N4981,10
ནོར་རྫས་དང་།།མ་ལུས་གླང་ཆེན་ཁོག་པར་,#བཞུག,,གཞུག,,།རྟེན་འབྲེལ་སྙིང་པོ་བརྒྱ་རྩ་བརྒྱད།།བཟླས་,K,,,nw✓,,,,,,p d 80.00%,p བཞུག(2); d གཞུག(392); ,N4981,13
འབྱུང་བ་དེ།།རང་གི་མཛོད་དམ་ཕུགས་སུ་,#བཞུག་,,གཞུག་,,བཞག་ཟེར།།ནས་ཚུགས་སམ་ནི་ནས་ཀྱི་ཁེངས་,K,,,nw✓,,,,,,p d 80.00%,p བཞུག(2); d གཞུག(392), སུ་གཞུག(67); ,N4981,15
བར་མི་བྱ་ཞིང་།།འགོམ་ཤིང་ཐོ་ཡུགས་མི་,#རྟང,,བཏང,,།།ཤིན་ཏུ་ཅེས་བཀྲས་ལྡན་པར་བྱ།།མི་,K,,,nw✓,,,,,,p d 80.00%,p ; d བཏང(4); ,N4981,17
མང་དུ་བྲིས་ལ།གླང་པོ་ཆེའི་ནང་དུ་,#བཞུག་,,གཞུག་,,གོ།།བདག་འཆང་བ་པོའི་ལོངས་སྤྱོད་དང་།,K,,,nw✓,,,,,,p d 80.00%,p བཞུག(2); d གཞུག(392), གཞུག་གོ(120), དུ་གཞུག(176), དུ་གཞུག་གོ(73); ,N4981,18
སྟེ།།ཨོཾ་མཧ་ཧ་ཏི་རད་ན་སརྦ་,#སིདྡྷི་,,#སིངྡྷི་,,ཕ་ལ་ཧཱུཾ།རད་ན་པུ་ནེ་སིདྷི་སིདྷི་,K,,,,✓,,,,,p d 80.00%,p སིདྡྷི(16); d སིངྡྷི(1); ,N4981,4
ཅིག་བྱའོ།།འཕགས་པ་ཀླུ་གྲུབ་ཀྱིས་མཛད་པའོ,།།་  #མངྒཱ་ #ལཾ,,,,,K,,,,✓,,,,,p d 80.00%,p ; d (1), །།(216), འོ(431); ,N4981,19
བུ་རམ་སྦྲང་གསུམ་དང་།།མཛོ་དང་དྲེའུ་མ་,རྟོགས་པ,,གཏོགས་པ,,།།ཕྱུག་མ་ཟལ་ཕྱགས་དགུ་ཡི་སྤུ།།རྟ་,K,,,,,≠,,,,p d 80.00%,p རྟོགས་པ(218), མ་རྟོགས་པ(85); d གཏོགས་པ(79), མ་གཏོགས་པ(49); ,N4981,12
གུ་ར་ནེ་གུ་ར་ནེ།ཨ་ཁེ་མུ་,ཨ་,,,,ཁེ་མུ་ར་གེ།སྭ་སྟེ་གུར་ན་ཡཱ,K,,,,,,≡,,,p d 80.00%,p ཨ(188); d (1), མུ(86), ཁེ(106), མུ་ཁེ(60); ,N4981,5
གང་བར་གྱུར་ཅིག།འབྲུ་དང་ལོངས་སྤྱོད་ཀྱི་,ཆ ར་,,འཆར་,,འབབ་པར་གྱུར་ཅིག།འཁོར་དང་ལོངས་སྤྱོད་སྤྲིན་,K,,,,,,≡,,,p d 80.00%,p ཆར(71), ཀྱི་ཆར(468), ཆར་འབབ་པ(90); d འཆར(89); ,N4981,6
ནི།།དཀར་འོ་མ་དང་མར་གསུམ་དང་ནི་,དངར་,,མངར་,,ཀ་ར་བུ་རམ་སྦྲང་གསུམ་དང་།།མཛོ་དང་,K,,,,,,≡,,,p d 80.00%,p དངར(1); d མངར(7); ,N4981,11
ལྟ་བུས་དེ་ལ་གཉིས་སུ་མེད་པར་གཏིམ།།,གཏིམ །_།,,,,པའི་རྫའི་གླང་པོ་དེ།།གླང་པོ་རིན་ཆེན་,K,,,,,,≡,,,p d 80.00%,p ; d (1), །།(216); ,N4981,14
