Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
ཐུབ་པས་གསུངས་དེ་དག །ཚིག་གམ་མིང་ཡིན་,དེ་ རྣམས་,དེ་དག་,དེ་དག་,དེ་ རྣམས་,ནི། །གཟུགས་དང་འདུ་བྱེད་དག་ཏུ་འདུས། །,K,g,,,,,,,,c=d p=n 81.30%,c དེ་དག(179), དེ་དག་ནི(569), ཡིན་དེ་དག(78); p དེ་རྣམས(5650), དེ་རྣམས་ནི(125); d དེ་དག(179), དེ་དག་ནི(569), ཡིན་དེ་དག(78); n དེ་རྣམས(5650), དེ་རྣམས་ནི(125); ,D4089,8
། །བདེ་བའང་མ་གཏོགས་གཟུགས་མེད་གཏོགས། །ཡིད་,དག་,དང་,དང་,དག་,ཚོར་བ་གསུམ་རྣམ་གསུམ། །གཉིས་ཀྱིས་སྤང་བྱ་ཡིད་,K,g,,,,,,,,c=d p=n 81.30%,c དང(18517), ཡིད་དང(804), དང་ཚོར་བ(216); p དག(5192); d དང(18517), ཡིད་དང(804), དང་ཚོར་བ(216); n དག(5192); ,D4089,23
གོང་མར་གཅིག །གཟུགས་མེད་དག་ཏུ་འཆི་བ་,ན,ནི,ནི,ན,། །སྲོག་དང་ཡིད་དང་བཏང་སྙོམས་ཉིད། །འགག་,K,g,,,,,,,,c=d p=n 81.30%,c ནི(44237), ནི།_།(28227), འཆི་བ་ནི(74); p ན(73509), ན།_།(11932); d ནི(44237), ནི།_།(28227), འཆི་བ་ནི(74); n ན(73509), ན།_།(11932); ,D4089,27
བདག་པོར་བཤད། །རྒྱུ་གཉིས་པོ་དག་འགག་པ་,ལས,ལ,ལ,ལས,། །བྱ་བ་བྱེད་དོ་གསུམ་པོ་ནི། །སྐྱེ་,K,g,,,,,,,,c=d p=n 81.30%,c ལ(33965), ལ།_།(14361); p ལས(5885), ལས།_།(3638); d ལ(33965), ལ།_།(14361); n ལས(5885), ལས།_།(3638); ,D4089,50
པ་བར་མ་རྫུས་ཏེ་སྐྱེ། །ཡི་དགས་མངལ་,ན་,ནས་,ནས་,ན་,སྐྱེ་བའང་ཡིན། །འདིར་གང་འཆི་དང་སྐྱེ་བ་,K,g,,,,,,,,c=d p=n 81.30%,c ནས(35333), མངལ་ནས(191), ནས་སྐྱེ་བ(101); p ན(73509), མངལ་ན(478), ན་སྐྱེ་བ(120); d ནས(35333), མངལ་ནས(191), ནས་སྐྱེ་བ(101); n ན(73509), མངལ་ན(478), ན་སྐྱེ་བ(120); ,D4089,60
། །མི་འདྲའི་ཕྱིར་ན་དཔེ་མ་ཡིན། །གཅིག་,ན་,ན་,ན་,ནི་,ལྷན་ཅིག་གཉིས་མེད་ཕྱིར། །རྒྱུན་མིན་ཕྱིར་གཉིས་,K,g,,,,,,,,c=p=d n 10.57%,c ན(73509), གཅིག་ན(264), ན་ལྷན་ཅིག(41); p ན(73509), གཅིག་ན(264), ན་ལྷན་ཅིག(41); d ན(73509), གཅིག་ན(264), ན་ལྷན་ཅིག(41); n ནི(44237), གཅིག་ནི(762), ནི་ལྷན་ཅིག(104); ,D4089,62
ཤེས་རབ་ངན་པའོ་མིན་ལྟ་ཕྱིར། །ལྟ་བ་,དེ་དག་,དེ་ དང་,དེ་ དང་,དེ་དག་,མཚུངས་ལྡན་ཕྱིར། །ཤེས་རབ་ཉོན་མོངས་བསྟན་ཕྱིར་,K,g,,,,,,,,c=d p=n 81.30%,c དེ་དང(64), དེ་དང་མཚུངས(72); p དེ་དག(179), ལྟ་བ་དེ་དག(54); d དེ་དང(64), དེ་དང་མཚུངས(72); n དེ་དག(179), ལྟ་བ་དེ་དག(54); ,D4089,71
ཤར་གྱི་ལུས་འཕགས་ཟླ་ཁམ་འདྲ། །ངོས་གསུམ་,འདི་དག་,འདི་ དང་,འདི་ དང་,འདི་དག་,འདྲ་གཅིག་ལ། །དཔག་ཚད་སུམ་བརྒྱ་ལྔ་བཅུའོ,K,g,,,,,,,,c=d p=n 81.30%,c འདི་དང(40); p འདི་དག(113); d འདི་དང(40); n འདི་དག(113); ,D4089,88
ཡི་སྟེང་ན་དམྱལ་བ་བདུན། །བརྒྱད་པོ་ཀུན་,ལ་,ལས་,ལས་,ལ་,ལྷག་བཅུ་དྲུག །དེ་དག་གི་ནི་ངོས་བཞི་,K,g,,,,,,,,c=d p=n 81.30%,c ལས(5885), ཀུན་ལས(726), ལས་ལྷག(694); p ལ(33965), ཀུན་ལ(76), ལ་ལྷག(638); d ལས(5885), ཀུན་ལས(726), ལས་ལྷག(694); n ལ(33965), ཀུན་ལ(76), ལ་ལྷག(638); ,D4089,90
དག་གླིང་གཅིག་གླིང་གཉིས་དང་། །གསུམ་དང་བཞི་,ལ་,ལས་,ལས་,ལ་,མས་རིམ་བཞིན། །ལྷན་ཅིག་གཉིས་མིན་སངས་རྒྱས་,K,g,,,,,,,,c=d p=n 81.30%,c ལས(5885), ལས་མ(1189), བཞི་ལས(351); p ལ(33965), ལ་མ(3490), བཞི་ལ(126); d ལས(5885), ལས་མ(1189), བཞི་ལས(351); n ལ(33965), ལ་མ(3490), བཞི་ལ(126); ,D4089,114
ལྡན། །དེ་ཡི་ཁ་ན་མ་ཐོ་རྫུན། །,དེ་དག་,དེ་ དང་,དེ་ དང་,དེ་ དང་,འབྱེད་པོ་ཡང་དག་ལྡན། །བསྐལ་པར་མནར་མེད་,K,g,,,,,,,,c=d=n p 4.61%,c དེ་དང(64), །_།དེ་དང(617); p དེ་དག(179), །_།དེ་དག(10096); d དེ་དང(64), །_།དེ་དང(617); n དེ་དང(64), །_།དེ་དང(617); ,D4089,189
། །ཡོན་ཏན་རྣམས་ཀྱིས་ཞིང་ཁྱད་འཕགས། །མཆོག་,ན་,ནི་,ནི་,ན་,གྲོལ་བས་གྲོལ་བའམ། །བྱང་ཆུབ་སེམས་དཔའ་ཡིས་བརྒྱད་,K,g,,,,,,,,c=d p=n 81.30%,c ནི(44237), མཆོག་ནི(1761); p ན(73509); d ནི(44237), མཆོག་ནི(1761); n ན(73509); ,D4089,206
བཅོམ་པའི་ཕྱིར། །ཡོངས་ཤེས་ཁམས་ལས་འདས་པ་,ལ,ལས,ལས,ལ,། །གཅིག་མིན་མཐོང་ལ་གནས་པ་ནི། །ལྔ་,K,g,,,,,,,,c=d p=n 81.30%,c ལས(5885), ལས།_།(3638); p ལ(33965), ལ།_།(14361), འདས་པ་ལ(561); d ལས(5885), ལས།_།(3638); n ལ(33965), ལ།_།(14361), འདས་པ་ལ(561); ,D4089,245
། །བར་ཆད་མེད་དང་རྣམ་གྲོལ་ལམ། །དེ་,ལས་,ལ་,ལ་,ལས་,སྐད་ཅིག་བཅོ་ལྔ་ནི། །མ་མཐོང་མཐོང་ཕྱིར་,K,g,,,,,,,,c=d p=n 81.30%,c ལ(33965), དེ་ལ(763), ལ་སྐད་ཅིག(43); p ལས(5885), དེ་ལས(5447); d ལ(33965), དེ་ལ(763), ལ་སྐད་ཅིག(43); n ལས(5885), དེ་ལས(5447); ,D4089,260
འཕགས། །ཁམས་གཞན་དུ་ནི་འགྲོ་བ་མེད། །,དེ་དག་,དེ་ དང་,དེ་ དང་,དེ་དག་,གོང་མར་སྐྱེས་པ་ནི། །ཡོངས་ཉམས་དབང་པོ་,K,g,,,,,,,,c=d p=n 81.30%,c དེ་དང(64), །_།དེ་དང(617); p དེ་དག(179), །_།དེ་དག(10096); d དེ་དང(64), །_།དེ་དང(617); n དེ་དག(179), །_།དེ་དག(10096); ,D4089,266
ལས་གྱུར་ཏོ། །བཞི་ནི་རིགས་ལས་ལྔ་འབྲས་,ལས,ལ,ལ,ལས,། །ཉམས་འགྱུར་དང་པོ་ལས་མ་ཡིན། །སློབ་,K,g,,,,,,,,c=d p=n 81.30%,c ལ(33965), ལ།_།(14361); p ལས(5885), ལས།_།(3638); d ལ(33965), ལ།_།(14361); n ལས(5885), ལས།_།(3638); ,D4089,279
ལམ་ཡན་ལག །མ་གཏོགས་འདོད་ཁམས་སྲིད་རྩེ་,ནས,ན,ན,ནས,། །བདེན་གསུམ་མཐོང་ན་ཚུལ་ཁྲིམས་དང་། །ཆོས་,K,g,,,,,,,,c=d p=n 81.30%,c ན(73509), ན།_།(11932); p ནས(35333), ནས།_།(9174); d ན(73509), ན།_།(11932); n ནས(35333), ནས།_།(9174); ,D4089,290
ཆགས་ཀུན་ཟད་འདོད་ཆགས་བྲལ། །སྤངས་པའི་ཁམས་,ན་,ནི་,ནི་,ན་,གཞན་དག་གོ། །འགོག་པའི་ཁམས་ཞེས་བྱ་བ་,K,g,,,,,,,,c=d p=n 81.30%,c ནི(44237), ཁམས་ནི(1018), ནི་གཞན་དག(84); p ན(73509), ཁམས་ན(570); d ནི(44237), ཁམས་ནི(1018), ནི་གཞན་དག(84); n ན(73509), ཁམས་ན(570); ,D4089,293
། །མི་སློབ་ཐ་མ་གཉིས་ནི་དེའི། །རྒྱུད་,ལས་,ལ་,ལ་,ལས་,སྐྱེས་ཕྱིར་དེ་ཞེས་བྱ། །སློབ་ལ་འདོད་དེ་,K,g,,,,,,,,c=d p=n 81.30%,c ལ(33965), རྒྱུད་ལ(326), ལ་སྐྱེས(479); p ལས(5885), རྒྱུད་ལས(569), ལས་སྐྱེས(134); d ལ(33965), རྒྱུད་ལ(326), ལ་སྐྱེས(479); n ལས(5885), རྒྱུད་ལས(569), ལས་སྐྱེས(134); ,D4089,332
