Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
པ་དང་། ཇི་ལྟར་བལྟམས་པ་ཞེས་པས་སྔགས་,ཀྱིས་,,ཀྱི་,ཀྱིས་,དབང་བསྐུར་ལ། མི་བསྐྱོད་པས་དབུ་བརྒྱན་པར་,K,p,,,,,,,,p=n d 62.07%,p ཀྱིས(6156), ཀྱིས་དབང(244), སྔགས་ཀྱིས(97); d ཀྱི(5256), ཀྱི་དབང(3361), སྔགས་ཀྱི(3757); n ཀྱིས(6156), ཀྱིས་དབང(244), སྔགས་ཀྱིས(97); ,T1571,27
བ་རིགས་ལྔ་སྤྱན་དྲངས་ཏེ། མཆོད་པ་བྱས་,སྟེ,,ཏེ,སྟེ,། བྱང་ཆུབ་རྡོ་རྗེ་སངས་རྒྱས་ལ། །ཇི་,K,,✘,,,,,,,p=n d 62.07%,p སྟེ(27897), སྟེ།_(72386); d ཏེ(80365), ཏེ།_(76922), བྱས་ཏེ(3943), བྱས་ཏེ།_(3848), མཆོད་པ་བྱས་ཏེ།_(207), བྱས་ཏེ།_བྱང་ཆུབ(41); n སྟེ(27897), སྟེ།_(72386); ,T1571,23
གསུམ་པ། སྐུ་མདོག་དམར་བ་ཞལ་མཆེ་བ་,གཙིགས་པ་,,གཙིགས་པ་,གཙིགས་,སྐྲ་གྲོལ་བ། ཕྱག་གཉིས་པ། གཅེར་བུ་,K,,པ་བ་,,,,s,,,p=d n 20.69%,p གཙིགས་པ(48), མཆེ་བ་གཙིགས་པ(44); d གཙིགས་པ(48), མཆེ་བ་གཙིགས་པ(44); n གཙིགས(59), མཆེ་བ་གཙིགས(126); ,T1571,8
བ། །ཁམས་གསུམ་ཀུན་གྱིས་ཕྱག་བྱས་ཤིང་། །,གསང་བ་,,གསང་བ་,གསང་,གསུམ་གྱི་གནས་ལས་བྱུང་། །སངས་རྒྱས་ཀུན་གྱིས་,K,,པ་བ་,,,,s,,,p=d n 20.69%,p གསང་བ(81), །_།གསང་བ(1125), གསང་བ་གསུམ(55); d གསང་བ(81), །_།གསང་བ(1125), གསང་བ་གསུམ(55); n གསང(82), །_།གསང(3444); ,T1571,26
དང་ཞིང་སྦྱང་བར་བྱའོ། །དེ་ནས་འོད་ཟེར་,འཕྲོས་པ ར་,,འཕྲོས་པ ས་,འཕྲོས་པ ར་,རྡོ་རྗེ་ཕག་མོ་དང་། སངས་རྒྱས་དང་བྱང་,K,,≠,,,,,,,p=n d 62.07%,p ; d ; n ; ,T1571,3
,#པཱ་ ར་ #ཧི་,,#པྰ་ #རཱ་ #ཧཱི་,#པཱ་ ར་ #ཧི་,སཱ་དྷ་ནཾ། བོད་སྐད་དུ། རྡོ་རྗེ་,K,,,,✓,,,,,p=n d 62.07%,p ; d ; n ; ,T1571,1
ལས་ཟླ་བའི་དཀྱིལ་འཁོར་དེའི་སྟེང་དུ་ཡི་གེ་,#ཧྲཱིཿདེའི་,,#ཧྲཱིཿདེའི་,#ཧྲི་ དེ འི་,དེའི་འོད་ཀྱིས་ལུས་བདག་དང་གཞན་དང་ཞིང་སྦྱང་,K,,,,✓,,,,,p=d n 20.69%,p ; d ; n ; ,T1571,2
དེ་ནས་ཨོཾ་སྭ་བྷཱ་བ་ཤུདྡྷཿ་སརྦ་དྷརྨྨཱཿ་སྭ་,#བྷཱ་ #ཤུདྡྷོ་ #ཧཾ,,#བྷཱ་བ་ #ཤུདྡྷོ྅ཧཾ,#བྷཱ་ #ཤུདདྷོ་ #ཧཾཿ, །ཞེས་བརྗོད་ལ། རང་གི་ལུས་དང་། ,K,,,,✓,,,,,p d n 13.79%,p ; d ; n ; ,T1571,5
ཤུ་ནྱ་ཏཱ་ཛྙཱ་ན་བཛྲ་སྭ་བྷཱ་བ་ཨཱཏྨ་,#ཀོཧཾ་,,#ཀོ྅ཧཾ་,#ཀོཧཾ་,ཧཾ་ཞེས་བྱ་བས་བརྟན་པར་བྱའོ། །དེ་ནས་,K,,,,✓,,,,,p=n d 62.07%,p ; d ཀོ྅ཧཾ(5); n ; ,T1571,6
རང་བཞིན་ཅན་ནོ། །ཉི་མ་ལ་གནས་པའི་,#ཧྲཱིཿས་,,#ཧྲཱིཿས་,#ཧྲཱི་ ས་,ས་སྙིང་ག་བྱིན་གྱིས་བརླབ་པའོ། །མགོ་བོར་ཨོཾ་,K,,,,✓,,,,,p=d n 20.69%,p ཧྲཱིཿས(1); d ཧྲཱིཿས(1); n ; ,T1571,11
པར་བསམ་མོ། །དེའི་རྗེས་ལ་ཨོཾ་ཨཱཿ་ཧཱུཾ་,#ཧྲིཾ་ #ཧཱུཾ་,,#ཧྲཱིཿཧཱུཾ་,#ཧྲི་ #ཧཱུཾ་,སརྦྦ་ཡོ་གི་ནཱི་ཀཱ་ཡ་བཱ་ཀ་ཙིཏྟ་བཛྲ་,K,,,,✓,,,,,p d n 13.79%,p ; d ཧྲཱིཿཧཱུཾ(1); n ; ,T1571,15
ཀཱ་ཡ་བཱ་ཀ་ཙིཏྟ་བཛྲ་སྭ་བྷཱ་བ་ཨཱཏྨ་,#ཀོཧཾ,,#ཀོ྅ཧཾ,#ཀོཧཾ,ཧཾ། ཞེས་པ་དང་། ཨོཾ་བཛྲ་ཤུདྡྷཿ་སརྦ་,K,,,,✓,,,,,p=n d 62.07%,p ; d ཀོ྅ཧཾ(5); n ; ,T1571,16
ཧཾ། ཞེས་པ་དང་། ཨོཾ་བཛྲ་ཤུདྡྷཿ་སརྦ་,#དྷརྨཱ་,,#དྷརྨ་,#དྷརྨཱ་,བཛྲ་ཤུདྡྷོ྅ཧཾཧཾ། ཞེས་པས་ང་རྒྱལ་བརྟན་པར་,K,,,,✓,,,,,p=n d 62.07%,p དྷརྨཱ(38); d དྷརྨ(2); n དྷརྨཱ(38); ,T1571,17
ཞེས་པ་དང་། ཨོཾ་བཛྲ་ཤུདྡྷཿ་སརྦ་དྷརྨ་བཛྲ་,#ཤུདྡྷོ་ #ཧཾ,,#ཤུདྡྷོ྅ཧཾ,#ཤུདྡྷོ་ #ཧཾ,ཧཾ། ཞེས་པས་ང་རྒྱལ་བརྟན་པར་བྱའོ། །,K,,,,✓,,,,,p=n d 62.07%,p ; d ཤུདྡྷོ྅ཧཾ(1); n ; ,T1571,18
ཨོཾ་བཾ་རྡོ་རྗེ་ཕག་མོ། སྙིང་གར་ཧཾ་,ཡོ་,,#ཡོྃ་,ཡོ་,ཡ་མི་ནི། ཁར་ཨོཾ་ཧྲིཾ་མོཾ་རྨོངས་བྱེད་,K,,,,✓,,,,,p=n d 62.07%,p ཡོ(24); d ཡོྃ(2); n ཡོ(24); ,T1571,19
གར་ཧཾ་ཡོྃ་ཡ་མི་ནི། ཁར་ཨོཾ་ཧྲིཾ་,མོ་,,#མོཾ་,མོ་,རྨོངས་བྱེད་མའོ། །མགོ་བོར་ཨོཾ་ཧྲེཾ་ཧྲིཾ་སྐྱོང་,K,,,,✓,,,,,p=n d 62.07%,p མོ(5857); d མོཾ(2); n མོ(5857); ,T1571,20
སུ་མེད་པར་བྱ་སྟེ། ཨོཾ་ཡོ་ག་ཤུདྡྷཿསརྦྦ་,#དྷརྨ་,,#དྷརྨྨཱ་,#དྷརྨ་,ཡོ་ག་ཤུདྡྷོ྅ཧཾ། ཞེས་པས་ང་རྒྱལ་བརྟན་པར་,K,,,,✓,,,,,p=n d 62.07%,p དྷརྨ(2); d དྷརྨྨཱ(8); n དྷརྨ(2); ,T1571,21
ཞེས་པས་ང་རྒྱལ་བརྟན་པར་བྱའོ། །དེ་ནས་,#ཧྲཱིཿའོད་,,#ཧྲཱིཿའི་ འོད་,#ཧྲིཿའོད་,ཀྱིས་རྒྱལ་བ་རིགས་ལྔ་སྤྱན་དྲངས་ཏེ། མཆོད་,K,,,,✓,,,,,p d n 13.79%,p ཧྲཱིཿའོད(1); d ; n ; ,T1571,22
