Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
ལ་ནི་མི་གསང་དང། །ཚོགས་ཀྱི་ནང་དུ་,#བརྩོད་པ་,,རྩོད་པ་,#བརྩོད་པ་,དང། །དད་ལྡན་ལ་གཞན་ཆོས་སྟོན་དང་། །,K,,,nw✓,,,,,,p=n d 80.00%,p ; d རྩོད་པ(1637), རྩོད་པ་དང(58), དུ་རྩོད་པ(61); n ; ,1-56 རྡོ་རྗེ་ཐེག་པའི་སྦོམ་པོའི་ལྟུང་བ།,2
,ལ་པ་ #ཏི,,ལ་ #པཏྟི,ལ་པ་ #ཏི, །བོད་སྐད་དུ། རྡོ་རྗེ་ཐེག་པའི་སྦོམ་,K,,,,✓,,,,,p=n d 80.00%,p ; d ; n ; ,1-56 རྡོ་རྗེ་ཐེག་པའི་སྦོམ་པོའི་ལྟུང་བ།,1
པ་རྫོགས་སོ།། །།རྒྱ་གར་གྱི་མཁན་པོ་པདྨ་,ཀ་,,#ཀཱ་,ཀ་,ར་ལྡརྨ་དང་། ཞུ་ཆེན་གྱི་ལོ་ཙཱ་བ་,K,,,,✓,,,,,p=n d 80.00%,p ཀ(951), ཀ་ར(225); d ཀཱ(68), ཀཱ་ར(42); n ཀ(951), ཀ་ར(225); ,1-56 རྡོ་རྗེ་ཐེག་པའི་སྦོམ་པོའི་ལྟུང་བ།,3
གར་གྱི་མཁན་པོ་པདྨ་ཀཱ་ར་ལྡརྨ་དང་། ,ཞུས་,,ཞུ་,ཞུས་,ཆེན་གྱི་ལོ་ཙཱ་བ་དགེ་སློང་རིན་ཆེན་བཟང་,K,,,,,≠,,,,p=n d 80.00%,p ཞུས(108); d ཞུ(130), །_ཞུ(390), ཞུ་ཆེན(371), །_ཞུ་ཆེན(329), དང་།_ཞུ་ཆེན(312), །_ཞུ་ཆེན་གྱི(326), དང་།_ཞུ་ཆེན་གྱི(309); n ཞུས(108); ,1-56 རྡོ་རྗེ་ཐེག་པའི་སྦོམ་པོའི་ལྟུང་བ།,4
རྗེ་དཔལ་གྱིས་ཞུས་ཏེ་དག་པར་བགྱིས་སོ།།,,,,,,K,,,,,,,[ ],,p=d=n 20.00%,p (1), །།(216); d (1), །།(216); n (1), །།(216); ,1-56 རྡོ་རྗེ་ཐེག་པའི་སྦོམ་པོའི་ལྟུང་བ།,5
