Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
སྟེམས་ཐམས་ཅད་བཟློག །སྤྲུལ་པའི་ཕོ་ཉ་སྐུ་,ལ་,,ལས་,,འཕྲོ་བ་ཡིས། །སྣང་སྲིད་ལྷ་འདྲེའི་རྦོད་སྟོང་,K,g,,,,,,,,p d 60.00%,p ལ(33965), སྐུ་ལ(837); d ལས(5885), སྐུ་ལས(157); ,N4972,12
གོན། །རྔ་དང་དུང་དང་། རོལ་མོའི་སྒྲ་,#སྒྲག _།(སྒྲོག),,བསྒྲགས །_།,,། གསུར་ཆེན་གྱི་དུད་པ་བཏང་ལ་འདི་སྐད་,K,,,v,,,,,,p d 60.00%,p ; d བསྒྲགས།_།(273); ,N4972,1
རྗེའི་རྦོད་སྟོང་བཟློག །གནོད་སྦྱིན་མ་མོའི་རྦོད་,སྟོང་,,#བཏོང་(བཏོད་),,བཟློག །གླུ་དང་ས་བདག་ཁྲམ་ཁ་བཟློག །,K,,,ངད,,,,,,p d 60.00%,p སྟོང(5); d བཏོང(3); ,N4972,31
རིགས་ཀྱི་རྦོད་སྟོང་བཟློག །ལས་ཀྱི་རླུང་དམར་,#ཕྱིབས་,,ཆིབས་,,སུ་ཅིབས། །དམ་ལ་གནས་པའི་གྲོགས་མཛད་མ,K,,,nw✓,,,,,,p d 60.00%,p ; d ཆིབས(30); ,N4972,29
བྷྱོ། པྲ་མོ་ཧ་བྷྱོ། མ་ཧཱ་ཀ་,#ལི་,,ལ་,,ཐུན་བྷྱོ། ཀཾ་ཀ་ལ་ཐུན་བྷྱོ། ཀ་,K,,,nw✓,,,,,,p d 60.00%,p ལི(963), ཀ་ལི(195); d ལ(33965), ཀ་ལ(67), ལ་ཐུན(57); ,N4972,34
དམར་གྱི་གཏོར་མ་བཞེས། །ཤར་ཕྱོགས་བྱད་ཁ་,#༼ཐམས་,,#ཐམས་,,ཐམས་ཅད་བཟློག །ཧཱུཾ་སྟེང་གི་ཕྱོགས་ནས་བཟློག་,K,,,,✓,,,,,p d 60.00%,p ; d ཐམས(1); ,N4972,19
བ་སུ་ཏ་ལ་ཁཱ་ཧི། །སྲོག་རྩ་ལ་,#ཁཱ ་།།_།།།_།,,#ཁཱ་ #ཧི །_།,,ཧཱུཾ་ནུབ་ཕྱོགས་དམར་ནག་གྲུ་གསུམ་དཀྱིལ་འཁོར་ནས,K,,,,✓,,,,,p d 60.00%,p ; d ; ,N4972,22
ལྡན་དཔལ་ཆེན་སྤྱན་སྔ་རུ། །ཇི་ལྟར་ཁས་,བླངས་,,བླང་,,དམ་བཅས་པའི། །བསྟན་སྲུངས་མ་ལུས་སྐུ་བཞེངས་,K,,,,,⟶,,,,p d 60.00%,p བླངས(153); d བླང(9); ,N4972,3
དོ་ནུབ་བཟློག་པའི་དཔུང་ལ་བྱོན། །འདི་ནི་,བསྒྲུབ་པ འི་,,བསྒྲུབས་པ འི་,,གཞལ་ཡས་ཁང་། །རྣལ་འབྱོར་དམ་ཚིག་ཅན་གྱི་,K,,,,,⟶,,,,p d 60.00%,p བསྒྲུབ་པའི(1015); d བསྒྲུབས་པའི(313); ,N4972,4
ཅན་དུས་ལ་བབ། །སྐྱེ་བོའི་ཡ་གར་མ་,གཏང་,,བཏང་,,ཅིག །མི་ནག་གི་འཆར་ཀར་མ་བཏང་ཅིག,K,,,,,⟶,,,,p d 60.00%,p གཏང(4), མ་གཏང(55); d བཏང(4), མ་བཏང(886); ,N4972,17
