Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
བྱ། །གསུམ་པོ་དག་ལ་ཆགས་སྐྱེས་གྱུར་པས་,དེ ས,དེ ས,དེ ས,དེ, །།འཇིག་རྟེན་པ་ཡི་ཕ་རོལ་ཕྱིན་ཅེས་བསྟན,K,p,,,,,,,,c=p=d n 100.00%,c དེས(1023), དེས།_།(467); p དེས(1023), དེས།_།(467); d དེས(1023), དེས།_།(467); n དེ(1), ས་དེ(223), དེ།_།(4260); ,5-9_དབུ་མ་ལ་འཇུག་པ།,2
བྱས་ཆོས་རྣམས། །ཆོས་དེ་དག་ནི་ཐམས་ཅད་,ཀྱི,ཀྱི,ཀྱི,ཀྱིས, །།དེ་དག་གིས་དབེན་ཉིད་ཉིད་གང་། །གཟུགས་,K,p,,,,,,,,c=p=d n 100.00%,c ཀྱི(5256), ཀྱི།_།(2371), ཐམས་ཅད་ཀྱི(721), ཐམས་ཅད་ཀྱི།_།(666), ནི་ཐམས་ཅད་ཀྱི།_།(54); p ཀྱི(5256), ཀྱི།_།(2371), ཐམས་ཅད་ཀྱི(721), ཐམས་ཅད་ཀྱི།_།(666), ནི་ཐམས་ཅད་ཀྱི།_།(54); d ཀྱི(5256), ཀྱི།_།(2371), ཐམས་ཅད་ཀྱི(721), ཐམས་ཅད་ཀྱི།_།(666), ནི་ཐམས་ཅད་ཀྱི།_།(54); n ཀྱིས(6156), ཀྱིས།_།(3361), ཐམས་ཅད་ཀྱིས(433), ཐམས་ཅད་ཀྱིས།_།(353); ,5-9_དབུ་མ་ལ་འཇུག་པ།,7
སྨིན་ལས་དེ་ཡི་རྣམ་ཅན་སེམས། །འབྱུང་བ་,ཇི་ལྟ་,ཇི་ལྟ་,ཇི་ལྟ་,ཇི་ལྟ་བ་,དེ་བཞིན་སད་ལའང་འདིར། །ཕྱི་རོལ་མེད་པར་,K,,པ་བ་,,,,s,,,c=p=d n 100.00%,c ཇི་ལྟ(11033); p ཇི་ལྟ(11033); d ཇི་ལྟ(11033); n ཇི་ལྟ་བ(6654), ཇི་ལྟ་བ་དེ(963); ,5-9_དབུ་མ་ལ་འཇུག་པ།,3
། །ཅི་ཕྱིར་རྟོག་གེ་ངན་པས་འཇིག་རྟེན་འདིར་,བཅོལ་,བཅོལ་,བཅོལ་,#གཙོལ་,བྱེད། །སུན་འབྱིན་ལྷག་མ་གོང་དུ་བསྟན་པའང་,K,,,nw✓,,,,,,c=p=d n 100.00%,c བཅོལ(14); p བཅོལ(14); d བཅོལ(14); n ; ,5-9_དབུ་མ་ལ་འཇུག་པ།,6
སྐྱེས་གཏན་ཚིགས་ཀྱིས་གནོད་པ། །དེ་ཕྱིར་དེ་,ཁྱབ་,ཁྱབ་,ཁྱབ་,ཁྱད་,ཀུན་ཀྱང་ཡོད་མ་ཡིན། །དེ་ཕྱིར་ཕུང་པོ་,K,,,,,,≡,,,c=p=d n 100.00%,c ཁྱབ(965); p ཁྱབ(965); d ཁྱབ(965); n ཁྱད(2); ,5-9_དབུ་མ་ལ་འཇུག་པ།,4
ཡང་། །མི་འདོད་དེ་མི་ཤེས་པའང་བདག་ལྟའི་,ཕྱི,ཕྱི,ཕྱི,ཕྱིར, །།གང་དག་དུད་འགྲོར་བསྐལ་མང་བསྐྱལ་གྱུར་པ,K,,,,,,≡,,,c=p=d n 100.00%,c ཕྱི(6); p ཕྱི(6); d ཕྱི(6); n ཕྱིར(11714), ཕྱིར།_།(3664); ,5-9_དབུ་མ་ལ་འཇུག་པ།,5
རྒྱུ། །གང་ཕྱིར་བརྩེ་ཉིད་རྒྱལ་བའི་ལོ་ཐོག་,ཕུན་ཚོགས་,ཕུན་ཚོགས་,ཕུན་ཚོགས་,,འདིའི། །ས་བོན་དང་ནི་ཆུ་དང་ཡུན་རིང་,K,,,,,,s,,,c=p=d n 100.00%,c ཕུན་ཚོགས(125); p ཕུན་ཚོགས(125); d ཕུན་ཚོགས(125); n (1), འདི(1651), ཐོག(10); ,5-9_དབུ་མ་ལ་འཇུག་པ།,1
