ཀ་མ་ལ་ཤཱི་ལ།,ཀཱ་མ་ལ་ཤཱི་ལ།,སློབ་དཔོན་ཀ་མ་ལ་ཤྲཱི་ལ།,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།
ཀླུ་སྒྲུབ།,ཀླུ་སྒྲུབ་སྙིང་པོ།,མཁས་པ་ཀླུ་སྒྲུབ།,དགེ་སློང་ཀླུ་སྒྲུབ།,དགེ་སློང་ནཱ་གཱརྫུ་ན།,མགོན་པོ་ཀླུ་སྒྲུབ།,རྗེ་བཙུན་ཀླུ་སྒྲུབ།,བདག་ཉིད་ཆེན་པོ་ཀླུ་སྒྲུབ།,ན་གརྫུ་ན།,དཔལ་ཀླུ་སྒྲུབ།,འཕགས་པ་ཀླུ་སྒྲུབ།,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་བཞེད།,འཕགས་པ་ཀླུ་སྒྲུབ་སྙིང་པོ།,འཕགས་པ་ཀླུ་སྒྲུབ་དང།,སློབ་དཔོན་ཀླུ་སྒྲུབ།,སློབ་དཔོན་ཀླུ་སྒྲུབ་སོགས།,སློབ་དཔོན་ཀླུའི་བློ།,སློབ་དཔོན་ཆེན་པོ་ཀླུ་སྒྲུབ།,སློབ་དཔོན་ནཱ་གཱརྫུ་ན།,སློབ་དཔོན་འཕགས་པ་ཀླུ་སྒྲུབ།
མཁན་ཆེན་ཞི་བ་འཚོ།,ཤཱནྟ་རཀྵི་ཏ།,སློབ་དཔོན་བོ་དྷི་སཏྭ།,སློབ་དཔོན་ཞི་བ་འཚོ།,སློབ་དཔོན་ཤཱནྟ་རཀྵི་ཏ།
རྒྱལ་སྲས་ཞི་བ་ལྷ།,དཔལ་ལྡན་ཞི་བ་ལྷ།,ཞི་བ་ལྷ།,ཤཱནྟ་དེ་བ།,སློབ་དཔོན་ཆེན་པོ་ཞི་བ་ལྷ།,སློབ་དཔོན་ཞི་བ་ལྷ།
རྔོན་པ་བ་ཆེན་པོ།
ཆོས་ཀྱི་གྲགས་པ།,དྷརྨ་ཀཱིརྟི།,སློབ་དཔོན་དྷརྨཱ་ཀཱིརྟི།
སློབ་དཔོན་སེང་གེ་བཟང་པོ།,སློབ་དཔོན་སེངྒེ་བཟང་པོ།
སློབ་དཔོན་ཤཱཀྱ་འོད།
ཇོ་བོ་རྗེ།,ཇོ་བོ་རྗེ་དང།,དཱི་པཾ་ཀ་ར།,དཱི་པཾ་ཀ་ར་ཤྲཱི་ཛྙཱ་ན།,དཱི་པཾ་ཤྲཱི་ཛྙཱ་ན།,དཔལ་མར་མེ་མཛད།,དཔལ་མར་མེ་མཛད་བཟང་པོ།,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།?,དཔལ་མར་མེ་ཡེ་ཤེས།,མར་མེ་མཛད་བཟང་པོ།,མར་མེ་མཛད་ཡེ་ཤེས།,སློབ་དཔོན་ཆེན་པོ་དཔལ་མར་མེ་མཛད།,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,སློབ་དཔོན་དཱི་པཾ་ཀ་ར་དང།,སློབ་དཔོན་དཱི་པཾ་ཀ་ར་ཤྲཱི་ཛྙཱ་ན།,སློབ་དཔོན་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,ཨ་ཏི་ཤ།
སློབ་དཔོན་དབུ་མའི་སེང་གེ།
དྷརྨྨཱ་ཀཱིརྟི།,དཔལ་ལྡན་ཆོས་ཀྱི་གྲགས་པ།
ཕྱོགས་ཀྱི་གླང་པོ།,ཕྱོགས་གླང།,ཕྱོགས་གླང་དང་།,སློབ་དཔོན་ཕྱོགས་ཀྱི་གླང་པོ།,སློབ་དཔོན་ཕྱོགས་གླང།
འཕགས་པ་གྲོལ་སྡེ།
འཕགས་པ་ཐོགས་མེད།,སློབ་དཔོན་ཐོགས་མེད།
འཕགས་པ་ལྷ།,སློབ་དཔོན་ཆེན་པོ་བསོད་སྙོམས་པ་འཕགས་པ་ལྷ།,སློབ་དཔོན་འཕགས་པ་ལྷ།,སློབ་དཔོན་ཨརྱ་དྷེ་བ།,སློབ་དཔོན་ཨཱརྱ་དེ་བ།,ཨཱརྱ་དེ་བ་སོགས།
དགེ་སློང་དབྱིག་གཉེན།,དབྱིག་གཉེན།,ཤཱཀྱའི་དགེ་སློང་དབྱིག་གཉེན།,སློབ་དཔོན་དབྱིག་གཉེན།,སློབ་དཔོན་དབྱིག་གཉེན། ༼དཔེ་བསྡུར་མའི་ཟུར་མཆན་དུ་སློབ་དཔོན་དབྱིག་གཉེན་མིན་པར་འཁོད་ཡོད། ༽,སློབ་དཔོན་དབྱིག་གཉེན་དང།
བཙུན་པ་ཡོན་ཏན་འོད།,ཡོན་ཏན་འོད།,སློབ་དཔོན་ཡོན་ཏན་འོད།
ལེགས་ལྡན་བྱེད།,ལེགས་ལྡན་འབྱེད།
ཟླ་བ་གྲགས་པ།,ཟླ་བ་གྲགས་པས་མཛད།,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།
སློབ་དཔོན་བུད་དྷ་ཤྲཱི་ཛྙཱ་ན།
སངས་རྒྱས་བསྐྱངས།
སའི་རྩ་ལག
སློབ་དཔོན་པྲཛྙཱ་ཀ་ར།
